-54,7,13,0
-52,0,24,0
-36,-16,40,0
-36,-27,56,0
-33,-44,76,0
-49,-45,69,0
-70,-49,57,0
-61,-48,58,0
-50,-48,64,0
-79,-43,35,0
-85,-30,36,0
-59,-35,29,0
-53,-35,20,0
-47,-31,20,0
-45,-32,22,0
-36,-34,28,0
-49,-39,11,0
-49,-39,10,0
-49,-39,10,0
-49,-39,10,0
-49,-40,10,0
-49,-40,10,0
-50,-40,10,0
-50,-39,10,0
-50,-39,11,0
-49,-39,11,0
-49,-40,11,0
-48,-40,11,0
-48,-42,11,0
-47,-42,11,0
-48,-41,10,0
-48,-41,11,0
-49,-41,10,0
-49,-40,11,0
-49,-39,10,0
-51,-38,12,0
-50,-38,13,0
-49,-37,12,0
-50,-38,11,0
-50,-38,12,0
-50,-38,11,0
-52,-38,12,0
-49,-37,11,0
-50,-37,10,0
-51,-38,12,0
-49,-39,10,0
-50,-40,9,0
-50,-40,9,0
-49,-40,9,0
-49,-40,9,0
-49,-40,9,0
-49,-40,9,0
-48,-40,9,0
-49,-40,9,0
-49,-41,9,0
-49,-41,9,0
-49,-40,9,0
-48,-41,9,0
-48,-41,9,0
-48,-41,8,0
-48,-41,8,0
-48,-41,8,0
-49,-41,8,0
-49,-41,8,0
-48,-41,8,0
-48,-41,8,0
-48,-41,8,0
-49,-41,8,0
-48,-41,8,0
-48,-41,8,0
-49,-41,8,0
-49,-41,8,0
-49,-41,8,0
-48,-41,7,0
-48,-41,7,0
-48,-41,8,0
-48,-41,8,0
-49,-40,8,0
-49,-40,8,0
-49,-41,8,0
-48,-40,8,0
-48,-40,8,0
-48,-41,8,0
-48,-42,8,0
-48,-42,8,0
-48,-43,7,0
-48,-43,7,0
-48,-42,8,0
-48,-42,8,0
-48,-41,8,0
-49,-41,9,0
-48,-41,9,0
-48,-42,8,0
-49,-42,8,0
-49,-41,7,0
-47,-41,9,0
-47,-41,8,0
-49,-40,8,0
-48,-40,8,0
-48,-40,9,0
-48,-39,9,0
-48,-40,9,0
-49,-40,9,0
-49,-40,9,0
-49,-40,9,0
-49,-40,8,0
-50,-40,8,0
-50,-41,8,0
-49,-41,8,0
-49,-41,8,0
-48,-41,8,0
-49,-41,8,0
-49,-41,8,0
-49,-40,8,0
-49,-40,8,0
-49,-40,8,0
-49,-40,8,0
-49,-40,7,0
-49,-40,8,0
-49,-40,8,0
-50,-40,7,0
-50,-40,7,0
-49,-40,7,0
-50,-39,7,0
-50,-39,7,0
-50,-40,6,0
-50,-39,6,0
-50,-39,6,0
-50,-39,6,0
-51,-39,6,0
-51,-39,6,0
-51,-39,5,0
-51,-38,5,0
-51,-38,5,0
-51,-38,5,0
-51,-38,5,0
-51,-38,5,0
-51,-38,5,0
-52,-38,5,0
-51,-38,5,0
-51,-38,5,0
-51,-38,5,0
-51,-38,6,0
-50,-38,5,0
-51,-39,5,0
-51,-38,5,0
-51,-38,5,0
-51,-39,6,0
-51,-38,5,0
-51,-39,5,0
-50,-38,5,0
-50,-39,6,0
-50,-39,6,0
-50,-39,6,0
-50,-39,6,0
-50,-39,6,0
-50,-39,6,0
-50,-39,6,0
-50,-39,6,0
-50,-39,6,0
-50,-39,6,0
-50,-39,6,0
-50,-39,6,0
-29,-44,31,0
-20,-46,36,0
-15,-49,31,0
-9,-54,39,0
